player_id,start_year,g,ab,r,h,double,triple,hr,rbi,sb,cs,bb,so,ibb,hbp,sh,sf,g_idp
conrabr01,2008,280,430.0,55.0,89.0,23.0,3.0,18.0,71.0,7.0,1.0,40.0,152.0,3.0,3.0,6.0,2.0,4.0
lopezal02,1993,123,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
meadobr01,1998,150,176.0,12.0,21.0,3.0,0.0,0.0,7.0,0.0,0.0,7.0,73.0,0.0,0.0,19.0,2.0,3.0
ortizra01,1999,157,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,2.0
ramirra01,1980,737,2862.0,308.0,763.0,106.0,20.0,28.0,247.0,68.0,53.0,144.0,310.0,16.0,11.0,41.0,19.0,53.0
keppije01,2004,350,1181.0,139.0,329.0,57.0,7.0,20.0,121.0,7.0,5.0,92.0,82.0,7.0,9.0,21.0,9.0,46.0
kusnyar01,1970,115,266.0,18.0,48.0,4.0,1.0,2.0,16.0,0.0,1.0,18.0,52.0,3.0,1.0,1.0,1.0,2.0
leffecr01,1983,403,63.0,3.0,11.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,32.0,0.0,0.0,3.0,0.0,0.0
morsemi01,2005,237,618.0,73.0,180.0,33.0,3.0,21.0,88.0,4.0,2.0,48.0,145.0,1.0,14.0,0.0,5.0,18.0
hollida02,1998,8,15.0,1.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
vazqura01,2001,386,1147.0,141.0,293.0,48.0,11.0,7.0,92.0,18.0,6.0,119.0,229.0,7.0,3.0,17.0,10.0,15.0
maiermi01,2006,328,913.0,114.0,231.0,35.0,13.0,8.0,86.0,13.0,6.0,104.0,198.0,4.0,7.0,13.0,6.0,14.0
johnsjo09,2005,115,199.0,11.0,26.0,5.0,0.0,3.0,19.0,0.0,0.0,9.0,101.0,0.0,0.0,25.0,0.0,1.0
wilsomo01,1980,677,2634.0,390.0,724.0,107.0,44.0,31.0,204.0,213.0,69.0,136.0,425.0,18.0,10.0,8.0,7.0,28.0
coleal01,1990,549,1688.0,273.0,477.0,53.0,25.0,5.0,110.0,143.0,56.0,209.0,285.0,8.0,7.0,17.0,8.0,23.0
jonesru01,1976,667,2467.0,342.0,617.0,125.0,25.0,65.0,288.0,93.0,46.0,275.0,415.0,14.0,8.0,22.0,25.0,53.0
guzmacr01,1999,841,3277.0,458.0,871.0,142.0,61.0,39.0,289.0,102.0,52.0,166.0,491.0,7.0,18.0,55.0,22.0,46.0
pruitro01,1975,330,781.0,87.0,212.0,27.0,4.0,12.0,90.0,8.0,7.0,92.0,87.0,6.0,2.0,7.0,7.0,25.0
randajo01,1995,722,2550.0,336.0,748.0,139.0,24.0,54.0,352.0,36.0,21.0,200.0,344.0,13.0,23.0,11.0,29.0,65.0
hairsje02,1998,444,1538.0,198.0,390.0,79.0,11.0,24.0,136.0,81.0,31.0,133.0,200.0,0.0,35.0,36.0,10.0,35.0
lairdge01,2003,374,1225.0,184.0,312.0,72.0,5.0,25.0,134.0,11.0,8.0,84.0,273.0,3.0,13.0,14.0,13.0,23.0
kobelke01,1973,71,25.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,8.0,0.0,0.0,4.0,0.0,0.0
howarth01,1990,556,1464.0,185.0,395.0,70.0,10.0,21.0,140.0,56.0,33.0,95.0,258.0,6.0,2.0,18.0,10.0,23.0
alfoned01,1995,827,2950.0,472.0,874.0,164.0,14.0,87.0,433.0,34.0,14.0,345.0,381.0,7.0,17.0,24.0,32.0,56.0
clarkho02,2002,130,294.0,36.0,77.0,16.0,1.0,3.0,25.0,1.0,1.0,28.0,34.0,1.0,4.0,6.0,3.0,11.0
howelke01,1984,227,84.0,1.0,7.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,34.0,0.0,1.0,12.0,0.0,4.0
clarkwi02,1986,884,3265.0,536.0,985.0,182.0,34.0,146.0,563.0,38.0,32.0,370.0,594.0,83.0,22.0,12.0,41.0,32.0
nichore01,1980,389,877.0,125.0,238.0,51.0,6.0,16.0,93.0,20.0,16.0,74.0,113.0,5.0,8.0,15.0,6.0,10.0
sparkst01,1995,124,4.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
roberbi01,1986,489,1559.0,286.0,454.0,69.0,16.0,16.0,113.0,107.0,48.0,156.0,212.0,2.0,11.0,20.0,10.0,19.0
nenro01,1993,356,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
reynoma01,2007,853,2973.0,475.0,699.0,148.0,11.0,181.0,501.0,49.0,23.0,408.0,1122.0,18.0,35.0,2.0,25.0,61.0
hollima01,2004,854,3237.0,573.0,1030.0,227.0,26.0,152.0,592.0,80.0,24.0,323.0,606.0,25.0,56.0,1.0,21.0,87.0
fasseje01,1991,262,207.0,15.0,16.0,2.0,1.0,0.0,5.0,1.0,0.0,17.0,116.0,0.0,0.0,39.0,1.0,0.0
remyje01,1975,735,2765.0,380.0,749.0,92.0,28.0,7.0,200.0,168.0,82.0,218.0,251.0,5.0,2.0,71.0,21.0,50.0
harpete01,1980,367,1072.0,109.0,271.0,37.0,5.0,24.0,133.0,33.0,21.0,99.0,190.0,4.0,7.0,2.0,7.0,31.0
schuldo01,1983,67,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0
oleartr01,1993,609,2113.0,300.0,601.0,131.0,24.0,65.0,303.0,11.0,13.0,161.0,343.0,16.0,13.0,8.0,15.0,52.0
osullse01,2009,53,13.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
reynoha01,1983,541,1746.0,206.0,444.0,83.0,25.0,6.0,107.0,129.0,66.0,138.0,151.0,1.0,8.0,30.0,8.0,23.0
guerrma01,1973,535,1704.0,122.0,449.0,58.0,10.0,5.0,129.0,5.0,8.0,59.0,113.0,6.0,15.0,29.0,16.0,49.0
hubbami01,1995,99,181.0,10.0,29.0,1.0,0.0,3.0,10.0,0.0,0.0,4.0,56.0,1.0,1.0,0.0,1.0,4.0
venabma01,1979,340,679.0,79.0,152.0,17.0,8.0,9.0,55.0,39.0,11.0,61.0,100.0,3.0,5.0,4.0,5.0,8.0
hassero01,1978,521,1541.0,157.0,420.0,75.0,4.0,26.0,207.0,8.0,7.0,181.0,155.0,12.0,7.0,14.0,21.0,48.0
kneppbo01,1976,159,322.0,18.0,45.0,12.0,0.0,2.0,29.0,1.0,0.0,14.0,116.0,0.0,2.0,36.0,5.0,3.0
salazlu01,1980,647,2129.0,231.0,564.0,79.0,24.0,39.0,232.0,103.0,39.0,83.0,355.0,24.0,6.0,32.0,15.0,35.0
gagnegr01,1983,568,1691.0,240.0,412.0,86.0,22.0,38.0,168.0,43.0,27.0,102.0,365.0,2.0,20.0,37.0,11.0,25.0
harpebr01,1979,132,285.0,25.0,69.0,9.0,1.0,11.0,36.0,1.0,0.0,8.0,31.0,1.0,3.0,4.0,6.0,8.0
gallada01,1987,533,1555.0,199.0,422.0,70.0,8.0,8.0,136.0,19.0,21.0,127.0,195.0,4.0,6.0,43.0,12.0,34.0
grossgr01,1973,669,2123.0,279.0,627.0,71.0,33.0,6.0,176.0,21.0,31.0,273.0,157.0,17.0,1.0,29.0,22.0,46.0
maxweju01,2007,246,534.0,80.0,116.0,23.0,4.0,27.0,79.0,20.0,6.0,70.0,197.0,2.0,4.0,0.0,4.0,10.0
ramirju01,1999,72,92.0,12.0,15.0,1.0,1.0,1.0,10.0,2.0,3.0,5.0,35.0,0.0,1.0,1.0,0.0,0.0
masonro01,1984,28,40.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0,0.0,1.0,1.0,0.0,2.0
nettlji01,1970,228,564.0,68.0,127.0,15.0,4.0,16.0,56.0,10.0,10.0,67.0,107.0,6.0,2.0,2.0,3.0,9.0
schatda01,1977,158,115.0,9.0,26.0,3.0,0.0,2.0,17.0,1.0,0.0,9.0,27.0,0.0,0.0,3.0,1.0,3.0
freesda01,2009,600,2029.0,248.0,568.0,106.0,5.0,54.0,292.0,7.0,9.0,189.0,493.0,3.0,30.0,4.0,14.0,80.0
counscr01,1995,316,826.0,110.0,219.0,43.0,8.0,7.0,78.0,8.0,4.0,104.0,106.0,9.0,9.0,17.0,5.0,16.0
sprinru01,1992,184,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,1.0
preslji01,1984,799,2946.0,351.0,736.0,147.0,13.0,115.0,418.0,8.0,12.0,177.0,713.0,17.0,15.0,11.0,26.0,92.0
rominke01,1985,287,575.0,82.0,149.0,28.0,1.0,4.0,48.0,10.0,1.0,46.0,114.0,1.0,3.0,6.0,5.0,23.0
hundlto01,1990,491,1468.0,169.0,338.0,61.0,4.0,50.0,187.0,7.0,2.0,121.0,307.0,20.0,15.0,15.0,11.0,29.0
navardi01,2004,490,1642.0,178.0,415.0,79.0,2.0,33.0,173.0,10.0,8.0,136.0,239.0,12.0,12.0,20.0,12.0,52.0
swishni01,2004,761,2612.0,437.0,639.0,152.0,6.0,133.0,406.0,7.0,8.0,439.0,665.0,30.0,34.0,7.0,27.0,64.0
grandcu01,2004,674,2579.0,435.0,702.0,125.0,57.0,102.0,299.0,67.0,17.0,274.0,618.0,8.0,14.0,18.0,11.0,18.0
martied01,1987,521,1805.0,295.0,561.0,122.0,8.0,45.0,204.0,17.0,12.0,235.0,233.0,15.0,21.0,7.0,16.0,50.0
lugoju01,2000,798,2950.0,452.0,815.0,150.0,23.0,56.0,299.0,115.0,43.0,270.0,561.0,4.0,26.0,39.0,25.0,42.0
castilu01,1996,558,2143.0,327.0,605.0,69.0,20.0,6.0,116.0,181.0,69.0,275.0,393.0,0.0,2.0,23.0,6.0,27.0
cummimi01,1993,302,793.0,95.0,198.0,45.0,8.0,15.0,83.0,6.0,6.0,69.0,148.0,3.0,4.0,4.0,5.0,7.0
manueba01,1991,64,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0
millake01,1998,648,2043.0,288.0,593.0,141.0,13.0,84.0,347.0,4.0,4.0,216.0,363.0,9.0,30.0,1.0,27.0,49.0
jimenda01,1999,505,1881.0,254.0,506.0,88.0,17.0,33.0,205.0,32.0,20.0,240.0,333.0,7.0,5.0,9.0,10.0,42.0
bellja01,1986,510,1812.0,262.0,460.0,89.0,20.0,30.0,184.0,31.0,17.0,167.0,342.0,1.0,10.0,83.0,13.0,41.0
gantro01,1987,701,2586.0,402.0,670.0,131.0,23.0,111.0,363.0,131.0,59.0,233.0,483.0,17.0,17.0,6.0,22.0,34.0
vazquja01,1998,192,359.0,28.0,75.0,8.0,2.0,0.0,22.0,0.0,1.0,14.0,58.0,0.0,1.0,65.0,2.0,5.0
gomesjo01,2003,415,1264.0,186.0,297.0,60.0,10.0,66.0,184.0,30.0,15.0,151.0,413.0,5.0,35.0,1.0,19.0,18.0
helliri01,1994,132,30.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0
venabwi01,2008,674,2063.0,289.0,530.0,91.0,34.0,67.0,241.0,108.0,24.0,184.0,542.0,21.0,19.0,10.0,13.0,20.0
wehnejo01,1991,261,514.0,62.0,133.0,23.0,4.0,2.0,32.0,10.0,6.0,43.0,89.0,5.0,0.0,10.0,2.0,9.0
ceronri01,1975,416,1398.0,151.0,344.0,70.0,10.0,25.0,177.0,2.0,10.0,99.0,142.0,3.0,8.0,17.0,14.0,29.0
tolivfr01,1984,67,16.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,3.0,0.0,0.0
loewead01,2006,49,34.0,4.0,6.0,1.0,0.0,1.0,4.0,0.0,0.0,3.0,13.0,0.0,2.0,0.0,0.0,0.0
reyesjo01,2003,755,3206.0,533.0,919.0,155.0,71.0,61.0,310.0,290.0,73.0,241.0,386.0,27.0,5.0,22.0,11.0,30.0
sanchan02,2006,184,568.0,67.0,145.0,19.0,4.0,1.0,54.0,3.0,1.0,38.0,93.0,1.0,3.0,16.0,3.0,11.0
sweenry01,2006,472,1515.0,202.0,428.0,83.0,10.0,14.0,169.0,17.0,9.0,139.0,235.0,9.0,6.0,6.0,15.0,47.0
fernato01,1983,727,2744.0,362.0,820.0,140.0,35.0,25.0,274.0,90.0,43.0,185.0,223.0,8.0,16.0,22.0,16.0,47.0
baldwja01,1995,167,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0
braunry02,2007,883,3477.0,614.0,1089.0,223.0,29.0,202.0,643.0,126.0,31.0,305.0,688.0,24.0,48.0,0.0,23.0,70.0
davisal01,1984,881,3180.0,461.0,921.0,176.0,9.0,131.0,530.0,7.0,11.0,531.0,403.0,67.0,24.0,2.0,35.0,78.0
sojolu01,1990,436,1411.0,176.0,377.0,58.0,8.0,24.0,139.0,18.0,17.0,68.0,101.0,0.0,9.0,37.0,4.0,41.0
blumge01,1999,682,2056.0,252.0,523.0,112.0,8.0,56.0,252.0,15.0,12.0,179.0,357.0,20.0,16.0,16.0,18.0,46.0
gracema01,1988,906,3401.0,456.0,1033.0,187.0,22.0,60.0,453.0,49.0,25.0,412.0,260.0,52.0,13.0,11.0,39.0,80.0
rabbjo01,1982,99,190.0,20.0,41.0,10.0,1.0,4.0,23.0,2.0,1.0,19.0,52.0,1.0,0.0,1.0,0.0,4.0
bayja01,2003,771,2782.0,476.0,785.0,164.0,20.0,149.0,491.0,53.0,11.0,397.0,734.0,27.0,38.0,5.0,37.0,51.0
beltrca01,1998,726,2868.0,495.0,825.0,137.0,43.0,108.0,465.0,150.0,20.0,279.0,540.0,11.0,16.0,6.0,34.0,58.0
espyce01,1983,157,366.0,51.0,89.0,18.0,6.0,2.0,40.0,35.0,10.0,22.0,88.0,1.0,1.0,5.0,3.0,3.0
soderer01,1971,407,1345.0,184.0,345.0,56.0,7.0,36.0,161.0,14.0,14.0,151.0,215.0,5.0,12.0,12.0,5.0,39.0
martida01,1986,701,2162.0,282.0,588.0,79.0,32.0,36.0,197.0,95.0,41.0,172.0,371.0,19.0,9.0,18.0,13.0,20.0
carmofa01,2006,181,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0
torreru01,1971,440,951.0,107.0,198.0,36.0,4.0,21.0,83.0,12.0,15.0,117.0,177.0,12.0,4.0,20.0,7.0,15.0
coopesc01,1990,517,1642.0,185.0,446.0,88.0,11.0,30.0,196.0,6.0,9.0,176.0,267.0,20.0,9.0,7.0,14.0,28.0
macksh01,1987,585,1712.0,271.0,514.0,82.0,21.0,46.0,230.0,61.0,34.0,159.0,322.0,3.0,32.0,28.0,10.0,39.0
lanceri01,1982,32,57.0,4.0,11.0,2.0,0.0,2.0,10.0,0.0,0.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0
garneph01,1973,665,2189.0,269.0,560.0,111.0,36.0,41.0,272.0,99.0,43.0,188.0,280.0,18.0,14.0,38.0,16.0,54.0
cordewi01,1992,623,2298.0,313.0,642.0,141.0,11.0,58.0,287.0,40.0,15.0,162.0,394.0,26.0,29.0,9.0,13.0,53.0
easlemi01,1973,57,99.0,10.0,22.0,3.0,1.0,1.0,9.0,1.0,1.0,4.0,22.0,2.0,0.0,1.0,3.0,2.0
lowrije01,2008,507,1751.0,233.0,462.0,118.0,9.0,50.0,234.0,6.0,2.0,182.0,329.0,5.0,8.0,6.0,22.0,36.0
mantoje01,1990,174,476.0,58.0,110.0,21.0,1.0,21.0,65.0,2.0,4.0,59.0,112.0,1.0,7.0,1.0,1.0,9.0
pineijo01,2000,145,20.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0
carragi01,1995,41,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0
barrji01,1971,237,340.0,24.0,58.0,11.0,2.0,1.0,17.0,2.0,0.0,13.0,89.0,0.0,3.0,47.0,1.0,3.0
martial03,1992,629,2260.0,369.0,652.0,127.0,24.0,71.0,271.0,112.0,45.0,219.0,474.0,23.0,10.0,5.0,17.0,29.0
diazal01,1992,302,704.0,94.0,176.0,27.0,7.0,7.0,63.0,38.0,22.0,30.0,79.0,3.0,5.0,11.0,7.0,16.0
berkmla01,1999,775,2683.0,516.0,814.0,195.0,17.0,156.0,535.0,40.0,26.0,501.0,542.0,53.0,37.0,1.0,26.0,46.0
cordoma01,1995,690,2522.0,359.0,692.0,146.0,14.0,83.0,403.0,55.0,27.0,251.0,533.0,12.0,38.0,0.0,28.0,83.0
ortizru01,1998,189,363.0,40.0,81.0,19.0,0.0,6.0,40.0,0.0,0.0,28.0,95.0,0.0,1.0,39.0,4.0,6.0
youngdm01,1996,691,2359.0,321.0,700.0,157.0,15.0,72.0,332.0,19.0,19.0,192.0,390.0,24.0,15.0,3.0,20.0,73.0
weaveje02,2006,177,26.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
boggsto01,1976,95,131.0,6.0,21.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,33.0,0.0,0.0,8.0,1.0,4.0
deweyma01,1990,127,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0
vizcajo01,1989,477,1452.0,158.0,381.0,48.0,12.0,8.0,116.0,19.0,22.0,102.0,195.0,8.0,5.0,21.0,18.0,20.0
vargacl01,2003,164,185.0,5.0,15.0,4.0,0.0,0.0,7.0,0.0,0.0,3.0,57.0,0.0,0.0,33.0,0.0,6.0
bakersc02,2005,140,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0
shower01,1981,188,296.0,17.0,51.0,6.0,0.0,4.0,19.0,0.0,0.0,2.0,104.0,0.0,3.0,23.0,0.0,4.0
byrneer01,2000,509,1537.0,242.0,398.0,95.0,17.0,48.0,180.0,40.0,6.0,128.0,277.0,4.0,27.0,4.0,10.0,24.0
castifr01,1991,146,268.0,6.0,29.0,0.0,0.0,0.0,8.0,0.0,1.0,12.0,87.0,0.0,0.0,30.0,0.0,4.0
collida02,1975,680,2135.0,298.0,592.0,71.0,16.0,18.0,162.0,183.0,76.0,204.0,310.0,7.0,9.0,23.0,13.0,21.0
hallal02,1981,178,249.0,40.0,56.0,8.0,2.0,1.0,13.0,16.0,9.0,27.0,39.0,1.0,0.0,4.0,0.0,5.0
bonilju01,1981,406,1407.0,139.0,361.0,47.0,9.0,6.0,98.0,7.0,10.0,111.0,102.0,16.0,9.0,19.0,7.0,42.0
ruffibr01,1986,198,263.0,12.0,21.0,3.0,0.0,0.0,6.0,0.0,0.0,18.0,128.0,0.0,0.0,20.0,0.0,5.0
roselda01,1972,249,565.0,67.0,131.0,18.0,2.0,4.0,43.0,4.0,6.0,77.0,87.0,12.0,1.0,6.0,4.0,9.0
davismi02,1980,507,1562.0,223.0,418.0,83.0,9.0,43.0,208.0,75.0,37.0,119.0,265.0,11.0,8.0,14.0,14.0,27.0
colesda01,1983,460,1489.0,185.0,365.0,80.0,6.0,47.0,212.0,13.0,14.0,149.0,249.0,7.0,19.0,18.0,23.0,33.0
nolesdi01,1979,169,166.0,9.0,24.0,5.0,0.0,0.0,11.0,0.0,0.0,5.0,85.0,0.0,0.0,12.0,1.0,2.0
andresh01,1995,562,1691.0,194.0,374.0,75.0,4.0,86.0,263.0,7.0,10.0,190.0,512.0,17.0,6.0,3.0,19.0,35.0
brousbe01,2002,679,2054.0,267.0,548.0,114.0,13.0,84.0,306.0,15.0,7.0,166.0,446.0,16.0,29.0,4.0,15.0,35.0
kotchca01,2004,520,1674.0,195.0,450.0,101.0,4.0,40.0,233.0,9.0,7.0,157.0,166.0,15.0,21.0,6.0,13.0,54.0
napolmi01,2006,619,1918.0,318.0,507.0,104.0,4.0,122.0,324.0,25.0,15.0,259.0,548.0,12.0,36.0,2.0,21.0,41.0
kingemi01,1986,466,1079.0,135.0,276.0,51.0,12.0,15.0,113.0,25.0,15.0,92.0,150.0,4.0,4.0,7.0,11.0,15.0
greenni01,2004,379,979.0,140.0,234.0,53.0,5.0,16.0,94.0,6.0,11.0,76.0,261.0,2.0,24.0,21.0,8.0,17.0
soriaal01,1999,646,2618.0,403.0,741.0,156.0,14.0,126.0,361.0,139.0,41.0,124.0,551.0,12.0,39.0,6.0,21.0,30.0
ausmubr01,1993,636,2027.0,260.0,526.0,87.0,11.0,32.0,194.0,51.0,23.0,197.0,357.0,31.0,14.0,25.0,15.0,50.0
clarkto02,1995,646,2403.0,361.0,660.0,127.0,4.0,140.0,439.0,6.0,8.0,281.0,613.0,28.0,12.0,0.0,19.0,60.0
kellemi02,1972,279,621.0,55.0,131.0,21.0,4.0,0.0,38.0,1.0,5.0,39.0,81.0,6.0,4.0,11.0,2.0,13.0
sotoge01,2005,378,1227.0,153.0,329.0,80.0,3.0,54.0,196.0,1.0,2.0,179.0,300.0,13.0,6.0,0.0,14.0,36.0
ackerji01,1983,264,47.0,2.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,0.0
brownad01,1997,408,1072.0,158.0,280.0,43.0,8.0,11.0,83.0,42.0,15.0,106.0,146.0,3.0,6.0,17.0,4.0,18.0
otted01,1974,372,1142.0,141.0,307.0,54.0,9.0,23.0,132.0,11.0,9.0,88.0,165.0,21.0,2.0,7.0,10.0,19.0
hamptmi01,1993,176,225.0,25.0,43.0,6.0,1.0,0.0,13.0,2.0,1.0,20.0,59.0,0.0,3.0,28.0,1.0,3.0
leede02,1997,711,2345.0,340.0,614.0,131.0,16.0,99.0,329.0,30.0,17.0,284.0,627.0,17.0,27.0,0.0,15.0,62.0
ayalabe01,1974,88,183.0,26.0,42.0,6.0,0.0,9.0,23.0,0.0,1.0,15.0,33.0,1.0,1.0,0.0,4.0,5.0
wrighja02,1997,98,14.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0
escobke01,1997,260,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
grubbjo01,1972,547,1884.0,243.0,541.0,104.0,14.0,27.0,159.0,16.0,16.0,227.0,230.0,20.0,16.0,16.0,13.0,26.0
jasojo01,2008,381,1096.0,157.0,283.0,64.0,6.0,23.0,142.0,12.0,3.0,178.0,173.0,2.0,10.0,4.0,9.0,29.0
vinafe01,1993,594,1972.0,303.0,559.0,85.0,26.0,21.0,156.0,61.0,34.0,142.0,146.0,6.0,69.0,20.0,10.0,36.0
morrima01,1997,149,248.0,14.0,40.0,8.0,0.0,0.0,17.0,0.0,1.0,15.0,109.0,0.0,0.0,28.0,0.0,0.0
lewisma01,1991,466,1568.0,179.0,425.0,86.0,5.0,21.0,158.0,16.0,11.0,105.0,276.0,3.0,8.0,9.0,14.0,40.0
phillto02,1982,613,1925.0,274.0,488.0,84.0,15.0,27.0,195.0,53.0,32.0,248.0,374.0,3.0,7.0,37.0,15.0,22.0
erstada01,1996,785,3176.0,511.0,930.0,174.0,20.0,86.0,395.0,111.0,42.0,284.0,488.0,31.0,22.0,12.0,26.0,42.0
samplbi01,1978,545,1688.0,263.0,466.0,91.0,7.0,34.0,168.0,74.0,22.0,143.0,148.0,6.0,23.0,29.0,12.0,25.0
borowjo01,1995,57,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0
nicosst01,1978,262,720.0,73.0,177.0,39.0,1.0,9.0,67.0,3.0,5.0,71.0,65.0,19.0,1.0,10.0,4.0,26.0
bulloer01,1985,50,69.0,7.0,14.0,2.0,0.0,0.0,6.0,3.0,1.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0
manwaki01,1987,315,863.0,66.0,199.0,30.0,8.0,5.0,79.0,5.0,4.0,51.0,117.0,1.0,16.0,21.0,4.0,21.0
beniqju01,1971,378,1277.0,170.0,341.0,48.0,12.0,8.0,95.0,48.0,28.0,99.0,158.0,4.0,6.0,21.0,5.0,31.0
oglivbe01,1971,473,1327.0,154.0,353.0,59.0,10.0,38.0,155.0,34.0,17.0,88.0,242.0,13.0,8.0,6.0,14.0,34.0
leshebr01,1996,84,225.0,29.0,54.0,9.0,2.0,9.0,36.0,5.0,1.0,15.0,50.0,0.0,1.0,1.0,3.0,6.0
maybica01,2007,452,1571.0,242.0,394.0,68.0,18.0,30.0,130.0,85.0,20.0,135.0,407.0,5.0,13.0,13.0,7.0,24.0
wakefti01,1992,132,72.0,3.0,9.0,2.0,0.0,1.0,3.0,0.0,0.0,1.0,20.0,0.0,0.0,8.0,0.0,0.0
offerjo01,1990,579,1967.0,257.0,503.0,65.0,24.0,8.0,160.0,61.0,39.0,264.0,324.0,18.0,6.0,48.0,12.0,33.0
dauerri01,1976,630,2207.0,270.0,577.0,117.0,1.0,26.0,236.0,4.0,7.0,156.0,126.0,3.0,10.0,18.0,21.0,69.0
bradlph01,1983,761,2728.0,423.0,799.0,142.0,31.0,63.0,290.0,118.0,49.0,312.0,554.0,9.0,47.0,21.0,16.0,58.0
leitema01,1990,178,61.0,2.0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,33.0,0.0,0.0,9.0,0.0,2.0
manniri01,1975,758,2881.0,362.0,759.0,103.0,24.0,23.0,249.0,98.0,52.0,262.0,348.0,18.0,6.0,47.0,31.0,59.0
livinsc01,1991,532,1356.0,158.0,397.0,68.0,4.0,17.0,159.0,8.0,11.0,81.0,163.0,3.0,0.0,5.0,14.0,26.0
youngch03,2004,131,156.0,9.0,22.0,4.0,1.0,1.0,10.0,0.0,0.0,8.0,62.0,0.0,1.0,21.0,1.0,4.0
mackoro01,2001,705,1982.0,260.0,519.0,96.0,16.0,57.0,244.0,45.0,16.0,193.0,498.0,21.0,26.0,10.0,15.0,15.0
huletti01,1983,373,1167.0,126.0,279.0,45.0,9.0,29.0,109.0,12.0,7.0,62.0,217.0,2.0,5.0,15.0,9.0,25.0
jeffegr01,1987,617,2317.0,312.0,644.0,132.0,12.0,52.0,280.0,82.0,23.0,183.0,163.0,16.0,13.0,3.0,22.0,65.0
nietoto01,1984,234,589.0,36.0,122.0,24.0,4.0,5.0,65.0,0.0,3.0,52.0,124.0,11.0,9.0,11.0,2.0,18.0
raderda01,1971,583,1795.0,193.0,471.0,75.0,7.0,22.0,161.0,5.0,2.0,182.0,125.0,56.0,10.0,11.0,13.0,59.0
sexsori01,1997,651,2369.0,370.0,646.0,122.0,14.0,146.0,469.0,8.0,8.0,229.0,634.0,14.0,28.0,0.0,19.0,72.0
thompsc01,1978,408,885.0,92.0,226.0,39.0,8.0,4.0,69.0,12.0,10.0,62.0,98.0,5.0,2.0,5.0,7.0,22.0
larocad01,2004,838,2877.0,402.0,787.0,205.0,7.0,136.0,469.0,4.0,8.0,306.0,688.0,37.0,12.0,5.0,30.0,72.0
vizcalu01,1999,273,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
