player_id,year_num,war
gantro01,13,2.1
sundbji01,12,1
castica01,10,-0.1
merceor01,14,-0.4
shumpte01,14,-0.1
magadda01,10,1.4
clarkja01,12,1.6
vailmi01,10,-0.3
quintom01,7,-0.4
lampkto01,11,0.2
orsuljo01,11,0.7
floydcl01,12,0.7
burnije01,10,0
mumphje01,14,2.5
castrju01,11,0.8
sojolu01,10,0
kenneju01,8,0.1
benarma01,9,-0.4
blausje01,9,1
wietema01,9,-0.6
torrean02,11,1.4
matthga01,16,-0.8
belliro01,7,3.4
valenjo02,11,0.4
biittla01,12,-0.5
martiti02,8,5.1
herndla01,14,1.4
hobsobu01,7,-0.9
stubbdr01,8,-0.7
winfida01,13,3.4
spencsh01,7,0.4
brohaja01,8,-0.2
bosleth01,8,0.3
bushra01,7,1.3
orsuljo01,7,2
hunteto01,9,3.1
waltoje01,7,1.4
pryorgr01,10,-0.6
leema02,9,1.6
lacyle01,10,1.4
branyru01,8,0.2
griffal01,7,-0.2
porteda02,8,4.2
cowenal01,9,2.8
martiti02,9,3.2
hernara02,13,1.2
custja01,9,1
hannaja01,9,-0.4
penato01,12,0.3
brohaja01,7,-0.6
hardyjj01,8,3.3
templga01,12,1
kempst01,12,-0.4
murphdw01,12,0.3
baergca01,13,-0.1
riverju01,9,3.8
vaughmo01,10,1.8
huffau01,11,5.7
phillmi01,9,-0.1
reynoma01,9,-0.6
huntebr02,9,1
renteed01,16,0.7
milnejo01,11,0.4
lairdge01,13,-0.1
mcclell01,7,-0.4
evansdw01,13,5.4
redusga01,8,2.2
ziskri01,11,1.7
reynoma01,8,0.7
lairdge01,12,-0.5
doumiry01,8,1.3
lewisda01,12,0
owensp01,13,-0.7
wallide01,7,0.2
doranbi02,10,1.5
cabelen01,13,1.3
wardga01,7,1.1
porteda02,9,7.6
tinglro01,9,0
puntoni01,8,2.4
echevan01,7,0.6
sanchfr01,7,1.2
martivi01,15,1.6
aybarer01,8,1.7
vizquom01,8,3.3
sosasa01,10,6.4
willibe02,8,5.2
mcgeewi01,16,0.7
grubbjo01,11,0
dilonmi01,10,0
easleda01,15,0.2
gonzare01,8,0.1
paglimi01,8,2.7
ordonma01,8,0.9
polanpl01,16,0
lewisma01,9,-0.3
redusga01,12,1.2
murraed02,12,3.2
barmecl01,7,2.2
nievewi01,12,-0.3
brettge01,7,8.6
polonlu01,8,1.3
candaca01,11,0
parrila02,8,2.8
sosasa01,9,2.5
willibe02,7,5.5
sweenry01,9,-0.1
russejo02,8,-0.4
thompja01,8,1.6
bannial01,8,0.1
berryda01,9,-0.6
johnsda06,11,-0.3
herndla01,10,3.9
branyru01,14,0
theriry01,7,0.1
rolliji01,8,6.1
krencwa01,7,0.9
trillma01,16,0
cervefr01,8,3.2
kluttmi01,8,-0.1
servasc01,7,0.6
blumge01,12,0.2
bayja01,8,1.8
grandcu01,10,1.2
guilloz01,7,2.1
hillma01,10,0.4
hunteto01,15,3.8
beltrca01,16,2.3
jonesbo02,12,-0.1
cervefr01,7,1.1
mercaor01,8,-0.3
pierzaj01,10,1.3
braunry02,7,2.1
crawfca02,8,5
sakatle01,9,0.1
saxst01,9,4.4
clarkwi02,10,3.1
servasc01,8,-0.3
johnsda06,10,-0.2
burrepa01,12,1
counscr01,16,1
burnije01,8,1.5
oglivbe01,11,0.4
garneph01,7,4
kellemi02,7,0.3
trevial01,10,-0.3
willige02,7,2.4
cruzju01,9,-0.1
silveda01,8,-0.2
baylodo01,15,3
torreyo01,11,-0.2
valenjo02,9,-0.1
soderer01,9,2.6
hatchbi01,8,-0.8
mcgrite01,7,-0.1
nixontr01,9,0.9
strawda01,15,-0.5
posadjo01,14,0.2
richage01,8,-0.2
cromawa01,9,2.7
gibboja01,11,-0.1
beniqju01,8,-0.1
liriane01,11,-0.1
lopezjo01,8,-0.3
moralke01,12,-0.2
readyra01,12,0.6
konerpa01,7,-0.6
steinbi02,11,0.4
mumphje01,10,2.3
thamema01,10,-0.5
hornsa01,7,0.6
snydeco02,9,-1.1
saxst01,13,-0.3
matthga01,12,0.1
jacksbo01,8,0.6
strawda01,16,1.5
milleri01,10,0.9
quentca01,9,-0.6
hairsje02,16,-0.9
hairsje01,14,0.6
liriane01,12,-0.6
gracema01,8,5
braunst01,10,-0.7
youngjo02,8,2.1
hernake01,9,4.6
abreuto01,8,-0.1
riceji01,12,1.9
fergujo01,11,0.6
herrto01,12,-0.1
thompmi02,10,1.1
kirbywa01,8,-0.4
butlebr01,7,4.9
valenel01,7,-0.1
hallme01,7,0.7
huskebu01,7,0.7
essiaji01,7,0.7
flahejo01,13,-0.1
coomero01,7,-0.7
murphda05,15,0.9
washicl01,9,-0.1
clarkja01,10,2.5
suzukic01,12,1.8
meyerda01,11,0.1
kirbywa01,7,-0.7
briggda01,8,-0.5
santira01,12,1
leede02,10,0.8
bosleth01,10,0.3
bradlmi01,11,0
ceronri01,11,-0.4
blowemi01,8,-0.1
venabma01,7,0.9
whitalo01,14,3.8
bellde01,7,2.7
belleal01,9,1.5
madlobi01,10,6.2
josefe01,15,0
moutoly01,7,-0.5
boggswa01,13,4.5
jonesad01,7,3.8
correvi01,7,0.3
easlemi01,13,0.4
byrneer01,7,1.8
thomaga01,9,-0.3
carrch02,7,0.8
belleal01,10,7.1
treanma01,7,-0.4
wilkiri01,10,0
mullira01,11,2.5
bellde01,8,5.4
smithlo01,11,0.6
infanom01,11,2.6
johnsho01,9,2.3
hattesc01,13,0.9
valenja01,8,-0.4
gwynnto01,14,2.3
vizcajo01,10,0.3
cabremi01,7,5.1
ibanera01,13,2.7
thomeji01,13,4.7
johnsch04,10,0.8
martiru01,9,5.5
bautida01,10,0.6
bocachi01,8,0.6
gomezch02,14,0.6
iannech01,11,0.3
fernato01,16,2.8
kendrho01,10,1.1
morneju01,9,-1.1
martiru01,10,3.3
hudlere01,9,-0.5
vizcajo01,9,2.5
cabreme01,12,2.7
whitefr01,12,4.1
boonebo01,15,1.7
kendrho01,9,5.4
milbola01,9,-1.1
colemvi01,12,-0.2
stewaia01,8,-0.8
orsuljo01,8,2.4
yeagest01,11,1
fowlede01,9,4.2
palmeor01,7,-0.5
fernato01,15,2.2
mclemma01,10,1.4
roberda06,10,-0.1
bloomwi01,11,-0.1
gonzaju03,13,4.4
phillbr01,10,4.7
milleke01,9,0
heathmi02,11,0.8
wardda01,11,-0.2
roystje01,15,0.2
santibe01,16,0.4
cruzne02,9,2.1
ruggiju01,10,0.2
whitede03,12,3.3
tablepa01,12,-0.4
tatisfe01,13,1.5
elsteke01,7,-0.1
piazzmi01,13,0.1
blakeca01,10,2.7
hornebo01,8,1.8
seguida01,8,2.1
duceyro01,15,0.3
garcika01,8,1.1
lawtoma02,10,1.3
palmera01,14,5.2
tejadmi01,13,1.9
bournra01,8,0.2
hessmmi01,8,0
hidalri01,7,5.7
macharo01,7,0.6
hollida02,8,0.2
helmswe01,9,1.7
valleda01,13,0.9
prattto02,15,-0.8
orrpe01,8,0.2
gonzaal03,7,-0.1
seguida01,9,3.2
castivi02,13,1.8
bicheda01,9,0.6
canoro01,8,8.5
vottojo01,9,7.6
bakerjo01,7,-1
raderda01,10,1.1
dunstsh01,12,1.3
spilmha01,12,0.2
paytoja01,13,0.3
wilsopr01,9,-0.9
gutieri01,7,-0.5
hamilda02,9,0.7
hattesc01,9,1.4
giambja01,14,1.9
molinjo01,10,0.8
samueju01,9,2.6
bordepa01,7,-0.3
tinglro01,12,-0.3
casilal01,9,-0.2
mullira01,7,2.8
hayesbr01,7,-0.2
bernaro01,7,-0.2
lankfra01,7,5
carrema01,9,2.9
robinke02,7,-0.3
lindeji01,9,0.4
roeniga01,7,5.1
vottojo01,8,1.9
pujollu01,7,-1.4
mattido01,11,2.8
blanche01,8,-0.4
cairomi01,13,0.3
dentbu01,9,1.7
ausmubr01,13,0.6
barnesk01,12,-0.1
stockke01,7,1.2
grudzma01,10,0.7
rolensc01,13,3.4
youngjo02,12,0
hairsje01,12,1
thompro01,9,0.4
caldeiv01,8,3.3
josefe01,13,-0.3
cruzjo01,7,4.3
pridecu01,12,-0.3
murphda07,8,0.2
offerjo01,16,-0.3
phillto02,16,1.9
ashbyal01,10,0.7
mcgrifr01,15,0.2
tinglro01,8,-0.1
cirilje01,8,4.5
victosh01,7,3.7
brunter01,7,-1.2
redusga01,9,1.4
edmonji01,16,0.1
johnsni01,8,1.1
bennega01,14,0
cabreor01,13,-0.7
menchke01,7,0.1
damonjo01,8,4.8
booneaa01,12,-0.6
jasojo01,10,-0.4
perryge01,13,-1
evansdw01,15,4.4
quinthu01,7,0.5
caminke01,12,2.7
maymi01,7,0
bonifem01,10,-0.2
podsesc01,12,0.4
correvi01,8,-0.2
hollima01,8,3.9
cabelen01,15,-0.5
bautida01,8,0.5
youngdm01,11,-0.2
roystje01,11,0.6
gordoal01,10,0.8
roberbr01,8,5.2
figgich01,13,0.7
lockhke01,8,-0.4
cartejo01,16,-1
scutama01,12,2.2
cordewi01,12,0.4
lopezja01,13,4.8
stantle01,8,3
caminke01,11,4
hernaca01,7,0
gracema01,16,-0.9
larkiba01,9,3.9
pendlte01,9,5
cartejo01,15,-0.8
burksel01,7,2.9
ayalabe01,12,-0.2
durhara01,14,1.5
karroer01,7,0.9
strando01,9,1.2
ripkeca01,11,11.5
jonesan01,14,0.3
kellyro01,12,2.2
parrila02,10,3.1
alfoned01,12,-0.7
sanchre01,8,1.9
backmwa01,7,3.1
peraljh01,7,1
garciki01,10,0
bellira01,13,-0.5
weisswa01,7,1.5
guillca01,11,2.2
strando01,10,-2
karroer01,8,1.8
prattto02,7,0.3
hockide01,9,0.2
kellyro01,11,1.7
spiezsc01,11,1.6
kuipedu01,9,0.2
oleartr01,11,-0.6
reedje02,13,1
sanchre01,7,0.3
uribeju01,13,4.1
mercaor01,9,-0.7
saxst01,10,1.4
galaran01,11,1.1
fernato01,11,3.3
hoovepa01,7,0
lansfca01,13,0.9
wilsomo01,10,1
perezne01,9,0.2
kentje01,11,7
worthcr01,9,0.1
cruzjo01,9,5.3
thomade01,15,-0.1
olerujo01,11,5.6
uribeju01,12,-0.4
ramirha01,10,3.5
walbema01,9,0.1
greensh01,12,1.9
kempma01,9,1
harpebr01,15,2.4
lacyle01,13,3.1
skinnjo01,7,-0.1
molinya01,7,3.1
ramirha01,11,-1.3
cedendo01,7,-0.4
deshide01,13,0.5
kempma01,10,0.6
brantmi02,7,3.4
wilsoja02,10,1.3
langery01,10,-0.6
furcara01,13,1.3
gutiefr01,7,0.7
derosma01,9,3.7
flannti01,9,0.4
aloumo01,14,1.1
snowjt01,15,-0.3
willire02,8,-0.1
jonesch06,11,4.4
kearnau01,10,-0.7
gardnbr01,8,3.4
fernato01,7,4.3
sanchga01,7,-0.5
scutama01,11,2.1
cabremi01,13,5.2
breamsi01,10,0.9
morame01,10,1.9
hendest01,11,-0.1
coraal01,14,-0.2
ortizju01,13,0.3
dunstsh01,8,0.4
reedje03,8,-0.2
lopesda01,14,1.8
heltoto01,12,1
jacksda04,7,1.2
cabremi01,12,5
barajro01,14,-1
bonilbo01,10,3.4
delgaca01,9,4.5
vailmi01,7,-0.3
harpebr01,11,2.8
barremi01,7,1.5
bogarti01,8,-1.3
sheetan01,7,0.3
uptonbj01,13,1.4
larkiba01,14,5.1
mosebll01,11,1
bellda01,11,0.9
gardnbr01,7,4
gibsoki01,12,2.4
smithja05,7,0
munozpe01,7,-0.8
cruzjo02,9,0.7
martivi01,16,-0.6
stairma01,16,2.4
grossgr01,12,1.3
mccraqu01,8,1.8
diazma02,7,1.7
moliniz01,7,0
sheffga01,14,4.4
valenjo03,11,3.3
naehrti01,8,2.3
murphda07,7,3.7
hillgl01,10,2.2
wilforo01,7,-0.3
fordle01,10,0
buechst01,11,-0.6
maldoca03,7,-0.2
luzingr01,12,2.7
mckinri01,8,-1.5
reedje02,9,-0.3
zoskyed01,10,-0.1
watsoma02,8,0.1
bakopa01,8,0.2
walkela01,15,4.4
hosteda01,8,0
ingebr01,9,2.8
grosswa01,11,0
batisto01,7,3
wilsobo02,9,-0.3
bushra01,11,-1.1
fickro01,7,-1.3
hillgl01,9,0.1
obriech01,11,0.6
alomaro01,16,-0.1
espinal01,12,-0.3
maymi01,9,1.4
perezed01,11,0.4
borgmgl01,8,-0.1
lemasjo01,9,0.9
boonebo01,10,-1.2
liebemi01,9,2.9
newhada01,9,-0.4
youngge02,8,0.3
davismi02,9,-0.8
cuddymi01,10,0.3
lemonch01,13,3.8
pendlte01,13,-1.4
whiteel03,7,-0.4
thondi01,8,1.2
canoro01,9,7.8
gonzaal01,9,0.1
larueja01,9,-0.2
maddoga01,14,-0.2
bordepa01,12,-0.3
roystje01,8,-0.2
myersgr01,10,1.1
moralke01,11,0.9
harriwi01,10,-0.7
joynewa01,10,2.2
hernajo01,14,1.9
haselbi01,7,0.8
hendest01,7,1
wehnejo01,11,-0.5
cartejo01,11,2
peraljh01,13,1.8
borgmgl01,7,0.8
kellypa03,9,0.1
burksel01,11,1.9
greento02,10,-0.5
wilsowi02,14,1.8
bakerje03,7,-0.1
evereca01,12,-0.4
baylodo01,12,1.4
espyce01,9,0.1
maymi01,10,0.5
palmede01,15,-0.9
fletcsc01,7,3.1
metzgro01,11,-0.6
davisal01,8,-1.8
ceronri01,14,0.9
counscr01,7,1.7
caminke01,7,0.4
bordimi01,14,1.7
widgech01,8,0.2
orrpe01,9,-0.2
fieldpr01,7,4.6
bagweje01,14,3.7
stairma01,12,1.1
davisbu02,11,0.1
kentje01,9,7.2
lezcasi01,9,5.9
grissma02,9,1.9
burksel01,12,2
deshide01,11,3.1
cruzne02,8,0.7
preslji01,8,-1.2
palmera01,9,4
sheafda01,9,-0.2
snowjt01,7,0.7
matthga02,9,1
sorrepa01,8,1.1
coraal01,8,1.6
phelpke01,11,-1
brunato01,13,-0.4
walketo04,7,2.3
peraljh01,12,5.7
smithlo01,8,1.7
leeca01,11,1.8
taveral01,7,0.1
murraed02,16,1.6
grissma02,10,0.9
hatchbi01,12,-0.1
hundlni01,10,0.5
davisch01,10,0.3
loftoke01,15,3.5
dorsebr01,7,0.1
moranmi01,7,-0.2
pagemi02,7,-0.2
staplda01,7,-0.9
colbrgr01,10,0.4
riceji01,15,0.5
molinbe01,13,-0.7
pacioto01,8,-0.6
cartejo01,7,1.7
bloomwi01,12,0.4
kellyro01,7,1.8
mordemi01,8,-0.6
coxla01,10,-0.1
davisbu02,7,0
weisswa01,11,1.9
quinthu01,12,0
aguaylu01,10,-0.2
escobyu01,7,3.2
fergujo01,14,-0.4
guilloz01,11,-0.4
randajo01,7,1.2
lankfra01,15,0.4
ledeeri01,8,0.8
oglivbe01,14,0
strawda01,8,6.3
figgich01,8,7.7
braunst01,13,0.5
thornan01,13,0
leetr01,7,-0.3
brunato01,9,1.7
mitchke01,8,2.7
marshmi02,10,0.1
weisswa01,12,2.8
valenjo03,9,4.9
heathmi02,8,2.9
reimono01,7,-0.1
wietema01,8,1.7
elsteke01,11,1.5
amezaal01,7,1.8
nadyxa01,13,-0.8
saltaja01,7,2.9
ryanbr01,8,-0.7
infanom01,12,2.5
gonzare01,12,0.1
paglimi01,12,0
whitede03,8,6.2
bostoda01,7,1.5
hornebo01,11,0.2
phillto02,8,2.5
catalfr01,9,2.5
lemasjo01,13,-0.4
victosh01,12,0.6
ryanbr01,9,-0.2
jonesch06,15,7.6
valleda01,9,1.4
stinnke01,11,0.6
victosh01,13,0.3
jonesad01,8,4.6
lemonch01,9,6.2
bannial01,11,0.4
gonzaad01,13,2.1
ortizda01,13,0.7
upshawi01,9,1.9
posadjo01,12,4
foliti01,16,-0.1
owensp01,9,2.5
riggsad01,8,-0.2
wilforo01,11,0
fontemi01,8,0.2
romerma01,7,0.1
martisa01,10,-0.1
santira01,11,-0.7
phillto02,12,5.6
decindo01,10,7.6
hubbagl01,12,0.3
suzukic01,13,1.6
francju01,10,6.2
liebemi01,7,2.4
cruzjo01,10,4.6
bragggl01,7,0.2
nevinph01,9,0.5
stubbdr01,9,-0.5
penato01,16,0.3
howarry01,13,-1.5
colemvi01,8,0.8
gonzaal01,7,0.7
evansdw01,10,6.7
cabelen01,10,-1.4
hudlere01,13,2.6
mcgeewi01,9,5.2
wallide01,10,1.8
parenma01,7,0.3
hillaa01,13,-0.9
daviser01,11,-0.3
gantro01,10,3.2
maddoga01,11,1.3
gaettga01,13,2.3
boonebo01,9,0.3
rasmuco01,9,1.2
driesda01,12,2.3
greenmi01,9,3.6
soriaal01,10,2
armasto01,9,2.6
cabreme01,7,4.4
tettlmi01,8,5.6
smithdw01,7,-0.2
ortizju01,7,-0.3
sweenma01,11,1.9
bellhma01,11,-0.1
derosma01,16,0
ugglada01,9,-1.2
hudsoor01,11,0.2
kennead01,13,0
ugglada01,10,-0.5
morneju01,14,0.3
roystje01,9,-0.7
spikech01,9,0
wilsova01,8,1
cedenro01,7,0.8
sojolu01,7,-0.7
rodrise01,9,1.8
flynndo01,10,-1.2
gomezch02,10,1.3
stantle01,9,-1.4
vizcajo01,12,0.1
davisgl01,8,0.5
gaettga01,9,1.7
erstada01,14,-0.9
seguida01,11,2.6
whitter01,16,0.2
braggda01,7,-1
daubabr01,7,0.1
martira03,7,-0.1
karroer01,12,0.9
prattto02,11,1.3
johnsbr01,7,-1
smithma03,8,-0.1
denorch01,10,-0.3
thondi01,9,0.2
luzingr01,11,0.4
sanchre01,12,1.4
ripkebi01,9,0.2
lemonch01,12,2.8
ramirra01,11,-0.5
denorch01,11,-0.3
trammal01,12,6
zobribe01,8,5
brownje01,9,2.4
phillbr01,15,0.8
sheripa01,8,1.6
pierrju01,11,0.3
vidrojo01,8,1.2
jordabr01,14,-0.1
jeterde01,10,4.2
roeniga01,13,-0.3
maybica01,10,2
rodrial01,12,9.4
flannti01,8,2.1
lopesda01,11,1.3
higgibo02,9,0.3
phelpjo01,8,1
koskico01,8,1.3
ashbyal01,16,0.7
finlest01,15,3.2
belleal01,12,0.6
bellde01,10,1.7
gillaco01,10,-0.7
wilkiri01,8,-0.1
shoppke01,8,1.4
hendest01,10,-0.7
lacocpe01,7,0.9
sadledo01,7,-0.3
vinafe01,10,0.5
womacto01,9,1.4
pujolal01,12,4.8
wilkiri01,7,0.5
aurilri01,10,0.4
stewash01,14,0
buforda01,9,-0.4
snellch02,7,0.2
abreubo01,12,2.4
dentbu01,11,0.3
ethiean01,7,3.8
thomade01,12,0.1
roberda07,9,-1
knorrra01,11,-0.7
ramirar01,8,3.6
custja01,10,2.2
guilljo01,10,-0.9
laudnti01,8,1.1
wilsoda01,13,0.1
graffto01,10,1.7
izturma01,10,-1
riverju01,10,-0.3
nokesma01,9,0.6
davisbe01,7,-0.6
poseybu01,7,6.1
kubelja01,10,-0.8
lacocpe01,8,0.4
montemi01,10,1.8
jonesly01,7,-1
omallto01,7,0.1
huffau01,10,-1.8
foliti01,13,1.1
hollima01,13,0.3
nievewi01,7,0.3
montemi01,9,0.7
evansdw01,9,3
polanpl01,11,4.4
bautijo02,10,4.1
lindjo01,9,-0.7
vizcajo01,14,0.5
decindo01,13,1.9
cabelen01,9,-0.3
gomezch02,8,-0.2
caminke01,14,1.5
youngdm01,7,0.4
bellge02,12,-0.2
ordazlu01,10,-0.1
upshawi01,10,1.6
ryalma01,9,-0.3
braggda01,9,1.3
spiezsc01,7,2.5
venabwi01,9,-0.3
stillku01,7,-2.1
quirkja01,16,0.8
wilforo01,10,0.5
seguida01,13,-0.1
pencehu01,7,3.8
gantnji01,14,0.9
saenzol01,14,-0.7
schiena01,7,1.6
eckstda01,8,0
kennead01,7,3.9
prattto02,9,1.3
wiggial01,7,-1
karroer01,10,0.7
shiplcr01,11,0.7
grosswa01,8,1.1
hammoje01,13,-0.3
oestero01,13,0
clarkda05,8,1.3
barmecl01,8,1.1
abreubo01,8,5.4
sanchre01,10,2.3
pradoma01,8,2.4
macksh01,8,3.9
kellyro01,14,-0.5
puntoni01,13,2.1
alfoned01,8,5
ramirar01,14,2.7
chaveer01,7,5.5
javiest01,7,4.3
karkoro01,11,1.1
bellhma01,7,-0.1
sotoge01,8,-0.5
